"","County.Code","District.Code","School.Code","Charter.Number","Test.Year","Subgroup.ID","Test.Type","CAPA.Assessment.Level","Total.STAR.Enrollment","Total.Tested.At.Entity.Level","Total.Tested.At.Subgroup.Level","Grade","Test.Id","STAR.Reported.Enrollment.CAPA.Eligible","Students.Tested","Percent.Tested","Mean.Scale.Score","Percentage.Advanced","Percentage.Proficient","Percentage.At.Or.Above.Proficient","Percentage.Basic","Percentage.Below.Basic","Percentage.Far.Below.Basic","Students.with.Scores","School.Name","District.Name","County.Name","Zip.Code"
"20557",38,68478,111427,0,2013,121,"C",0,335,333,82,4,7,77,19,24.7,"401.7","","","74","","","",19,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20558",38,68478,111427,0,2013,121,"C",0,335,333,82,4,8,77,19,24.7,"403.4","","","68","","","",19,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20559",38,68478,111427,0,2013,121,"C",0,335,333,82,5,7,81,16,19.8,"405.2","","","88","","","",16,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20560",38,68478,111427,0,2013,121,"C",0,335,333,82,5,32,81,16,19.8,"420.4","","","94","","","",16,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20561",38,68478,111427,0,2013,121,"C",0,335,333,82,5,8,81,16,19.8,"433.5","","","94","","","",16,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20583",38,68478,111427,0,2013,142,"C",0,335,333,68,2,8,88,28,31.8,"392.4","","","61","","","",28,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20584",38,68478,111427,0,2013,142,"C",0,335,333,68,2,7,88,28,31.8,"372.9","","","67","","","",27,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20585",38,68478,111427,0,2013,142,"C",0,335,333,68,3,7,89,22,24.7,"357.6","","","55","","","",22,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20586",38,68478,111427,0,2013,142,"C",0,335,333,68,3,8,89,22,24.7,"447.5","","","91","","","",22,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20601",38,68478,111427,0,2013,144,"C",0,335,333,41,3,7,89,14,15.7,"372.3","","","57","","","",14,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20602",38,68478,111427,0,2013,144,"C",0,335,333,41,3,8,89,14,15.7,"391.5","","","64","","","",14,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20603",38,68478,111427,0,2013,144,"C",0,335,333,41,4,8,77,12,15.6,"433.3","","","83","","","",12,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20604",38,68478,111427,0,2013,144,"C",0,335,333,41,4,7,77,12,15.6,"438.3","","","92","","","",12,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20608",38,68478,111427,0,2013,160,"C",0,335,333,70,2,8,88,29,33,"391.0","","","62","","","",29,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20609",38,68478,111427,0,2013,160,"C",0,335,333,70,2,7,88,29,33,"367.9","","","64","","","",28,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20610",38,68478,111427,0,2013,160,"C",0,335,333,70,3,7,89,23,25.8,"355.1","","","52","","","",23,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20611",38,68478,111427,0,2013,160,"C",0,335,333,70,3,8,89,23,25.8,"441.8","","","87","","","",23,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20624",38,68478,111427,0,2013,165,"C",0,335,333,65,2,8,88,22,25,"385.6","","","59","","","",22,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20625",38,68478,111427,0,2013,165,"C",0,335,333,65,2,7,88,22,25,"363.2","","","62","","","",21,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20626",38,68478,111427,0,2013,165,"C",0,335,333,65,3,7,89,22,24.7,"357.6","","","55","","","",22,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20627",38,68478,111427,0,2013,165,"C",0,335,333,65,3,8,89,22,24.7,"447.5","","","91","","","",22,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20646",38,68478,111427,0,2013,180,"C",0,335,333,198,2,8,88,46,52.3,"410.1","","","76","","","",46,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20647",38,68478,111427,0,2013,180,"C",0,335,333,198,2,7,88,46,52.3,"385.8","","","74","","","",46,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20648",38,68478,111427,0,2013,180,"C",0,335,333,198,3,8,89,51,57.3,"432.6","","","76","","","",51,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20649",38,68478,111427,0,2013,180,"C",0,335,333,198,3,7,89,51,57.3,"384.6","","","69","","","",51,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20650",38,68478,111427,0,2013,180,"C",0,335,333,198,4,7,77,46,59.7,"425.6","","","85","","","",46,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20651",38,68478,111427,0,2013,180,"C",0,335,333,198,4,8,77,46,59.7,"425.3","","","78","","","",46,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20652",38,68478,111427,0,2013,180,"C",0,335,333,198,5,32,81,47,58,"419.2","","","83","","","",47,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20653",38,68478,111427,0,2013,180,"C",0,335,333,198,5,8,81,47,58,"442.5","","","81","","","",47,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20654",38,68478,111427,0,2013,180,"C",0,335,333,198,5,7,81,47,58,"408.4","","","83","","","",47,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20672",38,68478,111427,0,2013,202,"C",0,335,333,46,2,8,88,13,14.8,"436.8","","","85","","","",13,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20673",38,68478,111427,0,2013,202,"C",0,335,333,46,2,7,88,13,14.8,"386.6","","","77","","","",13,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20674",38,68478,111427,0,2013,202,"C",0,335,333,46,3,8,89,11,12.4,"425.9","","","73","","","",11,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20675",38,68478,111427,0,2013,202,"C",0,335,333,46,3,7,89,11,12.4,"345.8","","","64","","","",11,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20676",38,68478,111427,0,2013,202,"C",0,335,333,46,4,7,77,14,18.2,"426.3","","","93","","","",14,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20677",38,68478,111427,0,2013,202,"C",0,335,333,46,4,8,77,14,18.2,"474.5","","","100","","","",14,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20732",38,68478,111427,0,2013,222,"C",0,335,333,72,2,8,88,26,29.5,"431.4","","","73","","","",26,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20733",38,68478,111427,0,2013,222,"C",0,335,333,72,2,7,88,26,29.5,"403.6","","","80","","","",25,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20734",38,68478,111427,0,2013,222,"C",0,335,333,72,3,8,89,23,25.8,"481.6","","","96","","","",23,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20735",38,68478,111427,0,2013,222,"C",0,335,333,72,3,7,89,23,25.8,"400.8","","","83","","","",23,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20736",38,68478,111427,0,2013,222,"C",0,335,333,72,4,7,77,11,14.3,"444.9","","","91","","","",11,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20737",38,68478,111427,0,2013,222,"C",0,335,333,72,4,8,77,11,14.3,"505.3","","","91","","","",11,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20738",38,68478,111427,0,2013,222,"C",0,335,333,72,5,7,81,11,13.6,"421.0","","","91","","","",11,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20739",38,68478,111427,0,2013,222,"C",0,335,333,72,5,8,81,11,13.6,"453.0","","","91","","","",11,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20740",38,68478,111427,0,2013,222,"C",0,335,333,72,5,32,81,11,13.6,"430.8","","","100","","","",11,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20769",38,68478,111427,0,2013,226,"C",0,335,333,89,2,7,88,25,28.4,"405.0","","","84","","","",25,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20770",38,68478,111427,0,2013,226,"C",0,335,333,89,2,8,88,25,28.4,"425.0","","","84","","","",25,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20771",38,68478,111427,0,2013,226,"C",0,335,333,89,3,8,89,25,28.1,"479.0","","","88","","","",25,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20772",38,68478,111427,0,2013,226,"C",0,335,333,89,3,7,89,25,28.1,"409.8","","","76","","","",25,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20773",38,68478,111427,0,2013,226,"C",0,335,333,89,4,8,77,14,18.2,"441.4","","","93","","","",14,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20774",38,68478,111427,0,2013,226,"C",0,335,333,89,4,7,77,14,18.2,"443.0","","","100","","","",14,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20775",38,68478,111427,0,2013,226,"C",0,335,333,89,5,8,81,23,28.4,"475.1","","","91","","","",23,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20776",38,68478,111427,0,2013,226,"C",0,335,333,89,5,7,81,23,28.4,"426.5","","","96","","","",23,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20777",38,68478,111427,0,2013,226,"C",0,335,333,89,5,32,81,23,28.4,"445.9","","","96","","","",23,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20784",38,68478,111427,0,2013,227,"C",0,335,333,32,3,8,89,12,13.5,"380.8","","","58","","","",12,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20785",38,68478,111427,0,2013,227,"C",0,335,333,32,3,7,89,12,13.5,"359.9","","","50","","","",12,"Feinstein (Dianne) Elementary","San Francisco Unified","San Francisco",94116
"20791",38,68478,119875,0,2013,1,"C",0,290,276,276,9,7,88,68,77.3,"260.5","1","0","1","6","31","61",67,"S.F. International High","San Francisco Unified","San Francisco",94110
"20792",38,68478,119875,0,2013,1,"C",0,290,276,276,9,9,88,61,69.3,"244.7","0","0","0","3","30","67",60,"S.F. International High","San Francisco Unified","San Francisco",94110
"20793",38,68478,119875,0,2013,1,"C",0,290,276,276,9,13,88,12,13.6,"265.7","0","0","0","17","25","58",12,"S.F. International High","San Francisco Unified","San Francisco",94110
"20794",38,68478,119875,0,2013,1,"C",0,290,276,276,10,13,113,52,46,"294.3","0","21","21","23","25","31",52,"S.F. International High","San Francisco Unified","San Francisco",94110
"20795",38,68478,119875,0,2013,1,"C",0,290,276,276,10,20,113,105,92.9,"279.3","0","1","1","17","35","47",104,"S.F. International High","San Francisco Unified","San Francisco",94110
"20796",38,68478,119875,0,2013,1,"C",0,290,276,276,10,32,113,103,91.2,"282.3","1","8","9","20","32","39",103,"S.F. International High","San Francisco Unified","San Francisco",94110
"20797",38,68478,119875,0,2013,1,"C",0,290,276,276,10,18,113,107,94.7,"261.1","0","1","1","13","14","71",105,"S.F. International High","San Francisco Unified","San Francisco",94110
"20798",38,68478,119875,0,2013,1,"C",0,290,276,276,10,9,113,53,46.9,"252.4","0","0","0","4","43","53",53,"S.F. International High","San Francisco Unified","San Francisco",94110
"20799",38,68478,119875,0,2013,1,"C",0,290,276,276,10,7,113,103,91.2,"263.0","0","1","1","12","25","62",102,"S.F. International High","San Francisco Unified","San Francisco",94110
"20800",38,68478,119875,0,2013,1,"C",0,290,276,276,11,7,89,82,92.1,"259.3","0","1","1","12","33","54",82,"S.F. International High","San Francisco Unified","San Francisco",94110
"20801",38,68478,119875,0,2013,1,"C",0,290,276,276,11,19,89,86,96.6,"265.1","0","1","1","15","33","51",82,"S.F. International High","San Francisco Unified","San Francisco",94110
"20803",38,68478,119875,0,2013,1,"C",0,290,276,276,11,21,89,73,82,"279.2","0","4","4","18","27","51",73,"S.F. International High","San Francisco Unified","San Francisco",94110
"20804",38,68478,119875,0,2013,1,"C",0,290,276,276,11,15,89,18,20.2,"300.3","0","28","28","17","44","11",18,"S.F. International High","San Francisco Unified","San Francisco",94110
"20805",38,68478,119875,0,2013,1,"C",0,290,276,276,11,13,89,62,69.7,"244.9","0","5","5","6","18","71",62,"S.F. International High","San Francisco Unified","San Francisco",94110
"20822",38,68478,119875,0,2013,3,"C",0,290,276,169,9,7,88,52,59.1,"258.0","","","2","","","",51,"S.F. International High","San Francisco Unified","San Francisco",94110
"20823",38,68478,119875,0,2013,3,"C",0,290,276,169,9,9,88,45,51.1,"242.8","","","0","","","",44,"S.F. International High","San Francisco Unified","San Francisco",94110
"20825",38,68478,119875,0,2013,3,"C",0,290,276,169,10,13,113,26,23,"295.7","","","19","","","",26,"S.F. International High","San Francisco Unified","San Francisco",94110
"20826",38,68478,119875,0,2013,3,"C",0,290,276,169,10,18,113,58,51.3,"261.6","","","2","","","",56,"S.F. International High","San Francisco Unified","San Francisco",94110
"20827",38,68478,119875,0,2013,3,"C",0,290,276,169,10,32,113,56,49.6,"279.4","","","13","","","",56,"S.F. International High","San Francisco Unified","San Francisco",94110
"20828",38,68478,119875,0,2013,3,"C",0,290,276,169,10,20,113,58,51.3,"278.3","","","2","","","",57,"S.F. International High","San Francisco Unified","San Francisco",94110
"20829",38,68478,119875,0,2013,3,"C",0,290,276,169,10,9,113,30,26.5,"254.8","","","0","","","",30,"S.F. International High","San Francisco Unified","San Francisco",94110
"20830",38,68478,119875,0,2013,3,"C",0,290,276,169,10,7,113,55,48.7,"260.8","","","2","","","",55,"S.F. International High","San Francisco Unified","San Francisco",94110
"20831",38,68478,119875,0,2013,3,"C",0,290,276,169,11,7,89,48,53.9,"251.3","","","2","","","",48,"S.F. International High","San Francisco Unified","San Francisco",94110
"20832",38,68478,119875,0,2013,3,"C",0,290,276,169,11,19,89,51,57.3,"260.7","","","2","","","",48,"S.F. International High","San Francisco Unified","San Francisco",94110
"20835",38,68478,119875,0,2013,3,"C",0,290,276,169,11,21,89,41,46.1,"277.4","","","7","","","",41,"S.F. International High","San Francisco Unified","San Francisco",94110
"20836",38,68478,119875,0,2013,3,"C",0,290,276,169,11,13,89,40,44.9,"239.9","","","5","","","",40,"S.F. International High","San Francisco Unified","San Francisco",94110
"20852",38,68478,119875,0,2013,4,"C",0,290,276,107,9,7,88,16,18.2,"268.4","","","0","","","",16,"S.F. International High","San Francisco Unified","San Francisco",94110
"20853",38,68478,119875,0,2013,4,"C",0,290,276,107,9,9,88,16,18.2,"249.8","","","0","","","",16,"S.F. International High","San Francisco Unified","San Francisco",94110
"20854",38,68478,119875,0,2013,4,"C",0,290,276,107,10,13,113,26,23,"292.9","","","23","","","",26,"S.F. International High","San Francisco Unified","San Francisco",94110
"20855",38,68478,119875,0,2013,4,"C",0,290,276,107,10,18,113,49,43.4,"260.5","","","0","","","",49,"S.F. International High","San Francisco Unified","San Francisco",94110
"20856",38,68478,119875,0,2013,4,"C",0,290,276,107,10,20,113,47,41.6,"280.6","","","0","","","",47,"S.F. International High","San Francisco Unified","San Francisco",94110
"20857",38,68478,119875,0,2013,4,"C",0,290,276,107,10,32,113,47,41.6,"285.8","","","4","","","",47,"S.F. International High","San Francisco Unified","San Francisco",94110
"20858",38,68478,119875,0,2013,4,"C",0,290,276,107,10,9,113,23,20.4,"249.2","","","0","","","",23,"S.F. International High","San Francisco Unified","San Francisco",94110
"20859",38,68478,119875,0,2013,4,"C",0,290,276,107,10,7,113,48,42.5,"265.5","","","0","","","",47,"S.F. International High","San Francisco Unified","San Francisco",94110
"20860",38,68478,119875,0,2013,4,"C",0,290,276,107,11,21,89,32,36,"281.5","","","0","","","",32,"S.F. International High","San Francisco Unified","San Francisco",94110
"20861",38,68478,119875,0,2013,4,"C",0,290,276,107,11,13,89,22,24.7,"253.9","","","5","","","",22,"S.F. International High","San Francisco Unified","San Francisco",94110
"20863",38,68478,119875,0,2013,4,"C",0,290,276,107,11,7,89,34,38.2,"270.6","","","0","","","",34,"S.F. International High","San Francisco Unified","San Francisco",94110
"20864",38,68478,119875,0,2013,4,"C",0,290,276,107,11,19,89,35,39.3,"271.2","","","0","","","",34,"S.F. International High","San Francisco Unified","San Francisco",94110
"20905",38,68478,119875,0,2013,31,"C",0,290,276,252,9,13,88,11,12.5,"269.9","","","0","","","",11,"S.F. International High","San Francisco Unified","San Francisco",94110
"20906",38,68478,119875,0,2013,31,"C",0,290,276,252,9,7,88,62,70.5,"262.0","","","2","","","",61,"S.F. International High","San Francisco Unified","San Francisco",94110
"20907",38,68478,119875,0,2013,31,"C",0,290,276,252,9,9,88,55,62.5,"244.9","","","0","","","",54,"S.F. International High","San Francisco Unified","San Francisco",94110
"20908",38,68478,119875,0,2013,31,"C",0,290,276,252,10,9,113,48,42.5,"252.5","","","0","","","",48,"S.F. International High","San Francisco Unified","San Francisco",94110
"20909",38,68478,119875,0,2013,31,"C",0,290,276,252,10,7,113,95,84.1,"262.6","","","1","","","",95,"S.F. International High","San Francisco Unified","San Francisco",94110
"20910",38,68478,119875,0,2013,31,"C",0,290,276,252,10,13,113,49,43.4,"295.0","","","20","","","",49,"S.F. International High","San Francisco Unified","San Francisco",94110
"20911",38,68478,119875,0,2013,31,"C",0,290,276,252,10,20,113,96,85,"279.9","","","1","","","",95,"S.F. International High","San Francisco Unified","San Francisco",94110
"20912",38,68478,119875,0,2013,31,"C",0,290,276,252,10,32,113,94,83.2,"282.6","","","9","","","",94,"S.F. International High","San Francisco Unified","San Francisco",94110
"20913",38,68478,119875,0,2013,31,"C",0,290,276,252,10,18,113,98,86.7,"260.4","","","1","","","",97,"S.F. International High","San Francisco Unified","San Francisco",94110
"20914",38,68478,119875,0,2013,31,"C",0,290,276,252,11,21,89,69,77.5,"280.2","","","4","","","",69,"S.F. International High","San Francisco Unified","San Francisco",94110
"20915",38,68478,119875,0,2013,31,"C",0,290,276,252,11,13,89,57,64,"247.1","","","5","","","",57,"S.F. International High","San Francisco Unified","San Francisco",94110
"20916",38,68478,119875,0,2013,31,"C",0,290,276,252,11,15,89,18,20.2,"300.3","","","28","","","",18,"S.F. International High","San Francisco Unified","San Francisco",94110
"20917",38,68478,119875,0,2013,31,"C",0,290,276,252,11,7,89,77,86.5,"259.5","","","1","","","",77,"S.F. International High","San Francisco Unified","San Francisco",94110
"20918",38,68478,119875,0,2013,31,"C",0,290,276,252,11,19,89,81,91,"265.5","","","1","","","",77,"S.F. International High","San Francisco Unified","San Francisco",94110
"20940",38,68478,119875,0,2013,76,"C",0,290,276,95,10,13,113,39,34.5,"296.3","","","23","","","",39,"S.F. International High","San Francisco Unified","San Francisco",94110
"20941",38,68478,119875,0,2013,76,"C",0,290,276,95,10,20,113,47,41.6,"289.8","","","2","","","",47,"S.F. International High","San Francisco Unified","San Francisco",94110
"20942",38,68478,119875,0,2013,76,"C",0,290,276,95,10,32,113,46,40.7,"298.8","","","17","","","",46,"S.F. International High","San Francisco Unified","San Francisco",94110
"20943",38,68478,119875,0,2013,76,"C",0,290,276,95,10,18,113,47,41.6,"272.0","","","2","","","",47,"S.F. International High","San Francisco Unified","San Francisco",94110
"20945",38,68478,119875,0,2013,76,"C",0,290,276,95,10,7,113,46,40.7,"271.9","","","2","","","",45,"S.F. International High","San Francisco Unified","San Francisco",94110
"20946",38,68478,119875,0,2013,76,"C",0,290,276,95,11,21,89,36,40.4,"287.2","","","8","","","",36,"S.F. International High","San Francisco Unified","San Francisco",94110
"20947",38,68478,119875,0,2013,76,"C",0,290,276,95,11,13,89,23,25.8,"259.0","","","9","","","",23,"S.F. International High","San Francisco Unified","San Francisco",94110
"20948",38,68478,119875,0,2013,76,"C",0,290,276,95,11,15,89,15,16.9,"304.9","","","33","","","",15,"S.F. International High","San Francisco Unified","San Francisco",94110
"20949",38,68478,119875,0,2013,76,"C",0,290,276,95,11,7,89,38,42.7,"257.1","","","3","","","",38,"S.F. International High","San Francisco Unified","San Francisco",94110
"20950",38,68478,119875,0,2013,76,"C",0,290,276,95,11,19,89,39,43.8,"263.0","","","3","","","",37,"S.F. International High","San Francisco Unified","San Francisco",94110
"20969",38,68478,119875,0,2013,78,"C",0,290,276,128,9,7,88,43,48.9,"256.0","","","2","","","",42,"S.F. International High","San Francisco Unified","San Francisco",94110
"20970",38,68478,119875,0,2013,78,"C",0,290,276,128,9,9,88,44,50,"239.8","","","0","","","",43,"S.F. International High","San Francisco Unified","San Francisco",94110
"20971",38,68478,119875,0,2013,78,"C",0,290,276,128,10,9,113,36,31.9,"247.6","","","0","","","",36,"S.F. International High","San Francisco Unified","San Francisco",94110
"20972",38,68478,119875,0,2013,78,"C",0,290,276,128,10,7,113,38,33.6,"255.3","","","0","","","",38,"S.F. International High","San Francisco Unified","San Francisco",94110
"20974",38,68478,119875,0,2013,78,"C",0,290,276,128,10,20,113,39,34.5,"269.1","","","0","","","",38,"S.F. International High","San Francisco Unified","San Francisco",94110
"20975",38,68478,119875,0,2013,78,"C",0,290,276,128,10,32,113,38,33.6,"264.1","","","0","","","",38,"S.F. International High","San Francisco Unified","San Francisco",94110
"20976",38,68478,119875,0,2013,78,"C",0,290,276,128,10,18,113,41,36.3,"252.6","","","0","","","",39,"S.F. International High","San Francisco Unified","San Francisco",94110
"20977",38,68478,119875,0,2013,78,"C",0,290,276,128,11,21,89,24,27,"266.0","","","0","","","",24,"S.F. International High","San Francisco Unified","San Francisco",94110
"20979",38,68478,119875,0,2013,78,"C",0,290,276,128,11,13,89,26,29.2,"225.3","","","0","","","",26,"S.F. International High","San Francisco Unified","San Francisco",94110
"20980",38,68478,119875,0,2013,78,"C",0,290,276,128,11,7,89,30,33.7,"262.7","","","0","","","",30,"S.F. International High","San Francisco Unified","San Francisco",94110
"20981",38,68478,119875,0,2013,78,"C",0,290,276,128,11,19,89,33,37.1,"268.1","","","0","","","",31,"S.F. International High","San Francisco Unified","San Francisco",94110
"21045",38,68478,119875,0,2013,91,"C",0,290,276,23,11,7,89,11,12.4,"273.1","","","0","","","",11,"S.F. International High","San Francisco Unified","San Francisco",94110
"21046",38,68478,119875,0,2013,91,"C",0,290,276,23,11,19,89,11,12.4,"273.5","","","0","","","",11,"S.F. International High","San Francisco Unified","San Francisco",94110
"21078",38,68478,119875,0,2013,99,"C",0,290,276,269,9,7,88,68,77.3,"260.5","","","1","","","",67,"S.F. International High","San Francisco Unified","San Francisco",94110
"21079",38,68478,119875,0,2013,99,"C",0,290,276,269,9,9,88,61,69.3,"244.7","","","0","","","",60,"S.F. International High","San Francisco Unified","San Francisco",94110
"21080",38,68478,119875,0,2013,99,"C",0,290,276,269,9,13,88,12,13.6,"265.7","","","0","","","",12,"S.F. International High","San Francisco Unified","San Francisco",94110
"21081",38,68478,119875,0,2013,99,"C",0,290,276,269,10,13,113,51,45.1,"296.2","","","22","","","",51,"S.F. International High","San Francisco Unified","San Francisco",94110
"21082",38,68478,119875,0,2013,99,"C",0,290,276,269,10,18,113,105,92.9,"261.8","","","1","","","",103,"S.F. International High","San Francisco Unified","San Francisco",94110
"21083",38,68478,119875,0,2013,99,"C",0,290,276,269,10,20,113,103,91.2,"280.0","","","1","","","",102,"S.F. International High","San Francisco Unified","San Francisco",94110
"21084",38,68478,119875,0,2013,99,"C",0,290,276,269,10,32,113,102,90.3,"282.5","","","9","","","",102,"S.F. International High","San Francisco Unified","San Francisco",94110
"21085",38,68478,119875,0,2013,99,"C",0,290,276,269,10,9,113,52,46,"253.4","","","0","","","",52,"S.F. International High","San Francisco Unified","San Francisco",94110
"21086",38,68478,119875,0,2013,99,"C",0,290,276,269,10,7,113,102,90.3,"263.0","","","1","","","",101,"S.F. International High","San Francisco Unified","San Francisco",94110
"21087",38,68478,119875,0,2013,99,"C",0,290,276,269,11,7,89,82,92.1,"259.3","","","1","","","",82,"S.F. International High","San Francisco Unified","San Francisco",94110
"21088",38,68478,119875,0,2013,99,"C",0,290,276,269,11,19,89,86,96.6,"265.1","","","1","","","",82,"S.F. International High","San Francisco Unified","San Francisco",94110
"21090",38,68478,119875,0,2013,99,"C",0,290,276,269,11,21,89,73,82,"279.2","","","4","","","",73,"S.F. International High","San Francisco Unified","San Francisco",94110
"21091",38,68478,119875,0,2013,99,"C",0,290,276,269,11,15,89,18,20.2,"300.3","","","28","","","",18,"S.F. International High","San Francisco Unified","San Francisco",94110
"21092",38,68478,119875,0,2013,99,"C",0,290,276,269,11,13,89,62,69.7,"244.9","","","5","","","",62,"S.F. International High","San Francisco Unified","San Francisco",94110
"21126",38,68478,119875,0,2013,120,"C",0,290,276,91,9,7,88,41,46.6,"252.5","","","0","","","",40,"S.F. International High","San Francisco Unified","San Francisco",94110
"21127",38,68478,119875,0,2013,120,"C",0,290,276,91,9,9,88,38,43.2,"245.4","","","0","","","",37,"S.F. International High","San Francisco Unified","San Francisco",94110
"21128",38,68478,119875,0,2013,120,"C",0,290,276,91,10,7,113,33,29.2,"254.7","","","0","","","",33,"S.F. International High","San Francisco Unified","San Francisco",94110
"21129",38,68478,119875,0,2013,120,"C",0,290,276,91,10,13,113,15,13.3,"298.2","","","27","","","",15,"S.F. International High","San Francisco Unified","San Francisco",94110
"21130",38,68478,119875,0,2013,120,"C",0,290,276,91,10,20,113,33,29.2,"274.1","","","0","","","",33,"S.F. International High","San Francisco Unified","San Francisco",94110
"21131",38,68478,119875,0,2013,120,"C",0,290,276,91,10,32,113,33,29.2,"271.9","","","0","","","",33,"S.F. International High","San Francisco Unified","San Francisco",94110
"21132",38,68478,119875,0,2013,120,"C",0,290,276,91,10,18,113,34,30.1,"250.3","","","0","","","",33,"S.F. International High","San Francisco Unified","San Francisco",94110
"21133",38,68478,119875,0,2013,120,"C",0,290,276,91,10,9,113,18,15.9,"254.6","","","0","","","",18,"S.F. International High","San Francisco Unified","San Francisco",94110
"21136",38,68478,119875,0,2013,120,"C",0,290,276,91,11,7,89,12,13.5,"261.5","","","0","","","",12,"S.F. International High","San Francisco Unified","San Francisco",94110
"21138",38,68478,119875,0,2013,120,"C",0,290,276,91,11,19,89,13,14.6,"253.9","","","0","","","",13,"S.F. International High","San Francisco Unified","San Francisco",94110
"21150",38,68478,119875,0,2013,121,"C",0,290,276,222,9,7,88,60,68.2,"259.5","","","2","","","",59,"S.F. International High","San Francisco Unified","San Francisco",94110
"21151",38,68478,119875,0,2013,121,"C",0,290,276,222,9,9,88,53,60.2,"243.5","","","0","","","",52,"S.F. International High","San Francisco Unified","San Francisco",94110
"21152",38,68478,119875,0,2013,121,"C",0,290,276,222,10,9,113,44,38.9,"250.5","","","0","","","",44,"S.F. International High","San Francisco Unified","San Francisco",94110
"21153",38,68478,119875,0,2013,121,"C",0,290,276,222,10,7,113,91,80.5,"262.6","","","0","","","",90,"S.F. International High","San Francisco Unified","San Francisco",94110
"21154",38,68478,119875,0,2013,121,"C",0,290,276,222,10,13,113,48,42.5,"295.9","","","23","","","",48,"S.F. International High","San Francisco Unified","San Francisco",94110
