"","County.Code","District.Code","School.Code","Charter.Number","Test.Year","Subgroup.ID","Test.Type","CAPA.Assessment.Level","Total.STAR.Enrollment","Total.Tested.At.Entity.Level","Total.Tested.At.Subgroup.Level","Grade","Test.Id","STAR.Reported.Enrollment.CAPA.Eligible","Students.Tested","Percent.Tested","Mean.Scale.Score","Percentage.Advanced","Percentage.Proficient","Percentage.At.Or.Above.Proficient","Percentage.Basic","Percentage.Below.Basic","Percentage.Far.Below.Basic","Students.with.Scores","CMA.STS.Average.Percent.Correct","School.Name","District.Name","County.Name","Zip.Code"
"63337",38,68478,6041040,0,2011,3,"C",0,163,161,93,3,8,42,24,57.1,"476.8","","","88","","","",24,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63338",38,68478,6041040,0,2011,3,"C",0,163,161,93,3,7,42,24,57.1,"359.3","","","42","","","",24,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63339",38,68478,6041040,0,2011,3,"C",0,163,161,93,4,7,34,14,41.2,"351.6","","","57","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63340",38,68478,6041040,0,2011,3,"C",0,163,161,93,4,8,34,14,41.2,"401.9","","","71","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63341",38,68478,6041040,0,2011,3,"C",0,163,161,93,5,32,45,15,33.3,"357.5","","","53","","","",15,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63342",38,68478,6041040,0,2011,3,"C",0,163,161,93,5,8,45,16,35.6,"388.3","","","75","","","",16,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63343",38,68478,6041040,0,2011,3,"C",0,163,161,93,5,7,45,16,35.6,"350.9","","","44","","","",16,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63348",38,68478,6041040,0,2011,3,"M",0,163,161,93,5,44,45,11,24.4,"325.4","","","36","","","",11,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63349",38,68478,6041040,0,2011,3,"M",0,163,161,93,5,45,45,11,24.4,"319.5","","","27","","","",11,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63350",38,68478,6041040,0,2011,3,"M",0,163,161,93,5,46,45,12,26.7,"351.3","","","58","","","",12,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63351",38,68478,6041040,0,2011,4,"C",0,163,161,68,2,7,42,21,50,"355.9","","","37","","","",19,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63352",38,68478,6041040,0,2011,4,"C",0,163,161,68,2,8,42,20,47.6,"385.8","","","85","","","",20,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63353",38,68478,6041040,0,2011,4,"C",0,163,161,68,3,8,42,14,33.3,"473.4","","","93","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63354",38,68478,6041040,0,2011,4,"C",0,163,161,68,3,7,42,14,33.3,"379.3","","","64","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63355",38,68478,6041040,0,2011,4,"C",0,163,161,68,4,7,34,14,41.2,"397.6","","","86","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63356",38,68478,6041040,0,2011,4,"C",0,163,161,68,4,8,34,13,38.2,"436.5","","","100","","","",13,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63357",38,68478,6041040,0,2011,4,"C",0,163,161,68,5,8,45,17,37.8,"413.4","","","82","","","",17,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63358",38,68478,6041040,0,2011,4,"C",0,163,161,68,5,32,45,16,35.6,"377.7","","","63","","","",16,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63359",38,68478,6041040,0,2011,4,"C",0,163,161,68,5,7,45,16,35.6,"375.6","","","69","","","",16,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63365",38,68478,6041040,0,2011,6,"C",0,163,161,84,2,7,42,14,33.3,"373.1","","","64","","","",11,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63366",38,68478,6041040,0,2011,6,"C",0,163,161,84,2,8,42,12,28.6,"388.5","","","75","","","",12,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63367",38,68478,6041040,0,2011,6,"C",0,163,161,84,3,8,42,22,52.4,"480.1","","","86","","","",22,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63368",38,68478,6041040,0,2011,6,"C",0,163,161,84,3,7,42,22,52.4,"393.1","","","68","","","",22,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63369",38,68478,6041040,0,2011,6,"C",0,163,161,84,4,7,34,18,52.9,"390.1","","","83","","","",18,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63370",38,68478,6041040,0,2011,6,"C",0,163,161,84,4,8,34,17,50,"417.1","","","94","","","",17,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63371",38,68478,6041040,0,2011,6,"C",0,163,161,84,5,32,45,17,37.8,"404.8","","","76","","","",17,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63372",38,68478,6041040,0,2011,6,"C",0,163,161,84,5,8,45,17,37.8,"431.4","","","88","","","",17,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63373",38,68478,6041040,0,2011,6,"C",0,163,161,84,5,7,45,18,40,"389.4","","","78","","","",18,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63402",38,68478,6041040,0,2011,31,"C",0,163,161,117,2,7,42,30,71.4,"338.7","","","37","","","",30,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63403",38,68478,6041040,0,2011,31,"C",0,163,161,117,2,8,42,30,71.4,"366.6","","","67","","","",30,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63404",38,68478,6041040,0,2011,31,"C",0,163,161,117,3,8,42,30,71.4,"479.1","","","93","","","",30,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63405",38,68478,6041040,0,2011,31,"C",0,163,161,117,3,7,42,30,71.4,"358.1","","","47","","","",30,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63406",38,68478,6041040,0,2011,31,"C",0,163,161,117,4,7,34,21,61.8,"373.8","","","71","","","",21,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63407",38,68478,6041040,0,2011,31,"C",0,163,161,117,4,8,34,21,61.8,"422.8","","","86","","","",21,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63408",38,68478,6041040,0,2011,31,"C",0,163,161,117,5,8,45,25,55.6,"393.0","","","72","","","",25,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63409",38,68478,6041040,0,2011,31,"C",0,163,161,117,5,7,45,23,51.1,"354.7","","","48","","","",23,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63410",38,68478,6041040,0,2011,31,"C",0,163,161,117,5,32,45,23,51.1,"354.4","","","48","","","",23,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63430",38,68478,6041040,0,2011,76,"C",0,163,161,112,2,7,42,29,69,"342.4","","","39","","","",28,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63431",38,68478,6041040,0,2011,76,"C",0,163,161,112,2,8,42,28,66.7,"377.1","","","71","","","",28,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63432",38,68478,6041040,0,2011,76,"C",0,163,161,112,3,8,42,27,64.3,"505.9","","","100","","","",27,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63433",38,68478,6041040,0,2011,76,"C",0,163,161,112,3,7,42,27,64.3,"367.3","","","52","","","",27,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63434",38,68478,6041040,0,2011,76,"C",0,163,161,112,4,7,34,22,64.7,"377.3","","","68","","","",22,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63435",38,68478,6041040,0,2011,76,"C",0,163,161,112,4,8,34,21,61.8,"427.2","","","90","","","",21,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63436",38,68478,6041040,0,2011,76,"C",0,163,161,112,5,8,45,27,60,"409.4","","","85","","","",27,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63437",38,68478,6041040,0,2011,76,"C",0,163,161,112,5,7,45,25,55.6,"361.1","","","56","","","",25,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63438",38,68478,6041040,0,2011,76,"C",0,163,161,112,5,32,45,25,55.6,"365.9","","","60","","","",25,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63496",38,68478,6041040,0,2011,91,"C",0,163,161,45,3,7,42,13,31,"350.1","","","46","","","",13,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63497",38,68478,6041040,0,2011,91,"C",0,163,161,45,3,8,42,13,31,"499.0","","","92","","","",13,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63500",38,68478,6041040,0,2011,91,"C",0,163,161,45,5,8,45,14,31.1,"398.0","","","79","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63501",38,68478,6041040,0,2011,91,"C",0,163,161,45,5,7,45,15,33.3,"354.7","","","47","","","",15,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63502",38,68478,6041040,0,2011,91,"C",0,163,161,45,5,32,45,14,31.1,"346.7","","","57","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63539",38,68478,6041040,0,2011,99,"C",0,163,161,136,2,7,42,41,97.6,"346.1","","","42","","","",38,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63540",38,68478,6041040,0,2011,99,"C",0,163,161,136,2,8,42,39,92.9,"377.0","","","72","","","",39,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63541",38,68478,6041040,0,2011,99,"C",0,163,161,136,3,8,42,37,88.1,"477.1","","","89","","","",37,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63542",38,68478,6041040,0,2011,99,"C",0,163,161,136,3,7,42,37,88.1,"367.2","","","51","","","",37,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63543",38,68478,6041040,0,2011,99,"C",0,163,161,136,4,7,34,27,79.4,"375.9","","","74","","","",27,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63544",38,68478,6041040,0,2011,99,"C",0,163,161,136,4,8,34,27,79.4,"418.6","","","85","","","",27,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63545",38,68478,6041040,0,2011,99,"C",0,163,161,136,5,7,45,31,68.9,"364.5","","","58","","","",31,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63546",38,68478,6041040,0,2011,99,"C",0,163,161,136,5,8,45,31,68.9,"405.5","","","81","","","",31,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63547",38,68478,6041040,0,2011,99,"C",0,163,161,136,5,32,45,31,68.9,"367.9","","","58","","","",31,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63548",38,68478,6041040,0,2011,111,"C",0,163,161,44,2,7,42,12,28.6,"361.0","","","56","","","",9,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63564",38,68478,6041040,0,2011,121,"C",0,163,161,49,2,8,42,13,31,"370.4","","","62","","","",13,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63565",38,68478,6041040,0,2011,121,"C",0,163,161,49,2,7,42,14,33.3,"338.5","","","23","","","",13,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63570",38,68478,6041040,0,2011,121,"C",0,163,161,49,5,8,45,14,31.1,"382.6","","","71","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63571",38,68478,6041040,0,2011,121,"C",0,163,161,49,5,32,45,12,26.7,"365.7","","","50","","","",12,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63572",38,68478,6041040,0,2011,121,"C",0,163,161,49,5,7,45,12,26.7,"357.4","","","58","","","",12,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63591",38,68478,6041040,0,2011,128,"M",0,163,161,25,5,45,45,12,26.7,"326.6","","","33","","","",12,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63592",38,68478,6041040,0,2011,128,"M",0,163,161,25,5,46,45,14,31.1,"347.4","","","50","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63593",38,68478,6041040,0,2011,128,"M",0,163,161,25,5,44,45,13,28.9,"335.5","","","38","","","",13,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63594",38,68478,6041040,0,2011,129,"C",0,163,161,100,2,7,42,26,61.9,"343.5","","","38","","","",26,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63595",38,68478,6041040,0,2011,129,"C",0,163,161,100,2,8,42,26,61.9,"382.1","","","73","","","",26,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63596",38,68478,6041040,0,2011,129,"C",0,163,161,100,3,8,42,24,57.1,"507.5","","","100","","","",24,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63597",38,68478,6041040,0,2011,129,"C",0,163,161,100,3,7,42,24,57.1,"367.0","","","54","","","",24,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63598",38,68478,6041040,0,2011,129,"C",0,163,161,100,4,7,34,20,58.8,"377.8","","","70","","","",20,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63599",38,68478,6041040,0,2011,129,"C",0,163,161,100,4,8,34,20,58.8,"427.5","","","90","","","",20,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63600",38,68478,6041040,0,2011,129,"C",0,163,161,100,5,8,45,24,53.3,"411.1","","","88","","","",24,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63601",38,68478,6041040,0,2011,129,"C",0,163,161,100,5,7,45,22,48.9,"363.0","","","55","","","",22,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63602",38,68478,6041040,0,2011,129,"C",0,163,161,100,5,32,45,22,48.9,"362.0","","","59","","","",22,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63640",38,68478,6041040,0,2011,142,"C",0,163,161,76,2,7,42,27,64.3,"332.8","","","33","","","",27,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63641",38,68478,6041040,0,2011,142,"C",0,163,161,76,2,8,42,27,64.3,"365.5","","","67","","","",27,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63642",38,68478,6041040,0,2011,142,"C",0,163,161,76,3,7,42,16,38.1,"330.3","","","25","","","",16,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63643",38,68478,6041040,0,2011,142,"C",0,163,161,76,3,8,42,16,38.1,"469.4","","","94","","","",16,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63646",38,68478,6041040,0,2011,142,"C",0,163,161,76,5,7,45,14,31.1,"329.6","","","29","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63647",38,68478,6041040,0,2011,142,"C",0,163,161,76,5,8,45,16,35.6,"369.3","","","69","","","",16,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63648",38,68478,6041040,0,2011,142,"C",0,163,161,76,5,32,45,14,31.1,"323.1","","","36","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63656",38,68478,6041040,0,2011,160,"C",0,163,161,77,2,8,42,28,66.7,"366.4","","","68","","","",28,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63657",38,68478,6041040,0,2011,160,"C",0,163,161,77,2,7,42,28,66.7,"332.3","","","32","","","",28,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63658",38,68478,6041040,0,2011,160,"C",0,163,161,77,3,7,42,16,38.1,"330.3","","","25","","","",16,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63659",38,68478,6041040,0,2011,160,"C",0,163,161,77,3,8,42,16,38.1,"469.4","","","94","","","",16,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63662",38,68478,6041040,0,2011,160,"C",0,163,161,77,5,7,45,14,31.1,"329.6","","","29","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63663",38,68478,6041040,0,2011,160,"C",0,163,161,77,5,8,45,16,35.6,"369.3","","","69","","","",16,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63664",38,68478,6041040,0,2011,160,"C",0,163,161,77,5,32,45,14,31.1,"323.1","","","36","","","",14,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63683",38,68478,6041040,0,2011,167,"C",0,163,161,50,2,8,42,21,50,"366.3","","","71","","","",21,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63684",38,68478,6041040,0,2011,167,"C",0,163,161,50,2,7,42,21,50,"330.8","","","29","","","",21,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63685",38,68478,6041040,0,2011,167,"C",0,163,161,50,3,7,42,12,28.6,"325.8","","","25","","","",12,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63686",38,68478,6041040,0,2011,167,"C",0,163,161,50,3,8,42,12,28.6,"474.9","","","100","","","",12,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63704",38,68478,6041040,0,2011,180,"C",0,163,161,51,2,7,42,11,26.2,"348.8","","","50","","","",8,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63732",38,68478,6041040,0,2011,202,"C",0,163,161,93,2,7,42,23,54.8,"338.9","","","35","","","",23,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63733",38,68478,6041040,0,2011,202,"C",0,163,161,93,2,8,42,23,54.8,"368.6","","","65","","","",23,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63734",38,68478,6041040,0,2011,202,"C",0,163,161,93,3,7,42,23,54.8,"364.1","","","48","","","",23,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63735",38,68478,6041040,0,2011,202,"C",0,163,161,93,3,8,42,23,54.8,"501.7","","","100","","","",23,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63736",38,68478,6041040,0,2011,202,"C",0,163,161,93,4,8,34,19,55.9,"426.9","","","89","","","",19,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63737",38,68478,6041040,0,2011,202,"C",0,163,161,93,4,7,34,19,55.9,"374.3","","","68","","","",19,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63738",38,68478,6041040,0,2011,202,"C",0,163,161,93,5,8,45,21,46.7,"404.3","","","81","","","",21,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63739",38,68478,6041040,0,2011,202,"C",0,163,161,93,5,7,45,19,42.2,"354.4","","","47","","","",19,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63740",38,68478,6041040,0,2011,202,"C",0,163,161,93,5,32,45,19,42.2,"358.9","","","53","","","",19,"","Garfield Elementary","San Francisco Unified","San Francisco",94133
"63815",38,68478,6041065,0,2011,1,"C",0,151,151,151,2,7,47,42,89.4,"418.6","60","29","88","7","2","2",42,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63816",38,68478,6041065,0,2011,1,"C",0,151,151,151,2,8,47,42,89.4,"437.0","69","19","88","7","2","2",42,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63817",38,68478,6041065,0,2011,1,"C",0,151,151,151,3,8,40,37,92.5,"429.3","53","28","81","14","6","0",36,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63818",38,68478,6041065,0,2011,1,"C",0,151,151,151,3,7,40,38,95,"371.2","34","37","71","13","13","3",38,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63819",38,68478,6041065,0,2011,1,"C",0,151,151,151,4,7,30,26,86.7,"419.1","69","23","92","4","4","0",26,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63820",38,68478,6041065,0,2011,1,"C",0,151,151,151,4,8,30,26,86.7,"420.3","62","23","85","8","4","4",26,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63821",38,68478,6041065,0,2011,1,"C",0,151,151,151,5,8,34,26,76.5,"426.2","42","38","81","8","8","4",26,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63822",38,68478,6041065,0,2011,1,"C",0,151,151,151,5,32,34,25,73.5,"414.9","52","24","76","24","0","0",25,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63823",38,68478,6041065,0,2011,1,"C",0,151,151,151,5,7,34,25,73.5,"390.4","56","16","72","24","4","0",25,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63836",38,68478,6041065,0,2011,3,"C",0,151,151,84,2,8,47,27,57.4,"450.9","","","93","","","",27,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63837",38,68478,6041065,0,2011,3,"C",0,151,151,84,2,7,47,27,57.4,"419.9","","","93","","","",27,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63838",38,68478,6041065,0,2011,3,"C",0,151,151,84,3,7,40,18,45,"365.3","","","67","","","",18,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63839",38,68478,6041065,0,2011,3,"C",0,151,151,84,3,8,40,18,45,"441.5","","","76","","","",17,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63840",38,68478,6041065,0,2011,3,"C",0,151,151,84,4,7,30,16,53.3,"426.6","","","94","","","",16,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63841",38,68478,6041065,0,2011,3,"C",0,151,151,84,4,8,30,15,50,"436.9","","","87","","","",15,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63842",38,68478,6041065,0,2011,3,"C",0,151,151,84,5,7,34,12,35.3,"407.8","","","92","","","",12,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63843",38,68478,6041065,0,2011,3,"C",0,151,151,84,5,32,34,12,35.3,"438.9","","","92","","","",12,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63844",38,68478,6041065,0,2011,3,"C",0,151,151,84,5,8,34,12,35.3,"454.9","","","92","","","",12,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63857",38,68478,6041065,0,2011,4,"C",0,151,151,67,2,7,47,15,31.9,"416.3","","","80","","","",15,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63858",38,68478,6041065,0,2011,4,"C",0,151,151,67,2,8,47,15,31.9,"412.0","","","80","","","",15,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63859",38,68478,6041065,0,2011,4,"C",0,151,151,67,3,8,40,19,47.5,"418.3","","","84","","","",19,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63860",38,68478,6041065,0,2011,4,"C",0,151,151,67,3,7,40,20,50,"376.6","","","75","","","",20,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63862",38,68478,6041065,0,2011,4,"C",0,151,151,67,4,8,30,11,36.7,"397.7","","","82","","","",11,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63863",38,68478,6041065,0,2011,4,"C",0,151,151,67,5,8,34,14,41.2,"401.6","","","71","","","",14,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63864",38,68478,6041065,0,2011,4,"C",0,151,151,67,5,32,34,13,38.2,"392.8","","","62","","","",13,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63865",38,68478,6041065,0,2011,4,"C",0,151,151,67,5,7,34,13,38.2,"374.3","","","54","","","",13,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63876",38,68478,6041065,0,2011,6,"C",0,151,151,114,2,8,47,33,70.2,"440.8","","","91","","","",33,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63877",38,68478,6041065,0,2011,6,"C",0,151,151,114,2,7,47,33,70.2,"428.8","","","88","","","",33,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63878",38,68478,6041065,0,2011,6,"C",0,151,151,114,3,7,40,28,70,"384.2","","","82","","","",28,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63879",38,68478,6041065,0,2011,6,"C",0,151,151,114,3,8,40,29,72.5,"439.0","","","86","","","",28,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63880",38,68478,6041065,0,2011,6,"C",0,151,151,114,4,7,30,21,70,"412.1","","","90","","","",21,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63881",38,68478,6041065,0,2011,6,"C",0,151,151,114,4,8,30,19,63.3,"421.1","","","84","","","",19,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63882",38,68478,6041065,0,2011,6,"C",0,151,151,114,5,7,34,18,52.9,"411.9","","","89","","","",18,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63883",38,68478,6041065,0,2011,6,"C",0,151,151,114,5,32,34,18,52.9,"439.4","","","89","","","",18,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63884",38,68478,6041065,0,2011,6,"C",0,151,151,114,5,8,34,19,55.9,"449.8","","","89","","","",19,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63914",38,68478,6041065,0,2011,31,"C",0,151,151,59,2,7,47,11,23.4,"394.5","","","64","","","",11,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63915",38,68478,6041065,0,2011,31,"C",0,151,151,59,2,8,47,11,23.4,"407.5","","","73","","","",11,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63916",38,68478,6041065,0,2011,31,"C",0,151,151,59,3,7,40,14,35,"338.9","","","43","","","",14,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63917",38,68478,6041065,0,2011,31,"C",0,151,151,59,3,8,40,14,35,"382.3","","","54","","","",13,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63920",38,68478,6041065,0,2011,31,"C",0,151,151,59,5,7,34,14,41.2,"376.1","","","64","","","",14,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63921",38,68478,6041065,0,2011,31,"C",0,151,151,59,5,32,34,14,41.2,"396.7","","","71","","","",14,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63922",38,68478,6041065,0,2011,31,"C",0,151,151,59,5,8,34,15,44.1,"391.7","","","73","","","",15,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63952",38,68478,6041065,0,2011,76,"C",0,151,151,56,2,7,47,13,27.7,"409.5","","","92","","","",13,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63953",38,68478,6041065,0,2011,76,"C",0,151,151,56,2,8,47,13,27.7,"434.5","","","92","","","",13,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63957",38,68478,6041065,0,2011,76,"C",0,151,151,56,4,8,30,11,36.7,"397.4","","","82","","","",11,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63958",38,68478,6041065,0,2011,76,"C",0,151,151,56,5,7,34,15,44.1,"386.3","","","73","","","",15,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63959",38,68478,6041065,0,2011,76,"C",0,151,151,56,5,32,34,15,44.1,"410.7","","","80","","","",15,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63960",38,68478,6041065,0,2011,76,"C",0,151,151,56,5,8,34,16,47.1,"428.2","","","81","","","",16,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63994",38,68478,6041065,0,2011,80,"C",0,151,151,55,2,7,47,21,44.7,"446.0","","","100","","","",21,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63995",38,68478,6041065,0,2011,80,"C",0,151,151,55,2,8,47,21,44.7,"457.0","","","95","","","",21,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
"63996",38,68478,6041065,0,2011,80,"C",0,151,151,55,3,7,40,14,35,"393.3","","","93","","","",14,"","Peabody (George) Elem.","San Francisco Unified","San Francisco",94118
