"","County.Code","District.Code","School.Code","Charter.Number","Test.Year","Subgroup.ID","Test.Type","CAPA.Assessment.Level","Total.STAR.Enrollment","Total.Tested.At.Entity.Level","Total.Tested.At.Subgroup.Level","Grade","Test.Id","STAR.Reported.Enrollment.CAPA.Eligible","Students.Tested","Percent.Tested","Mean.Scale.Score","Percentage.Advanced","Percentage.Proficient","Percentage.At.Or.Above.Proficient","Percentage.Basic","Percentage.Below.Basic","Percentage.Far.Below.Basic","Students.with.Scores","School.Name","District.Name","County.Name","Zip.Code"
"54810",21,65482,2133692,0,2013,93,"C",0,933,914,291,10,20,300,88,29.3,"393.5","","","85","","","",88,"Tamalpais High","Tamalpais Union High","Marin",94941
"54811",21,65482,2133692,0,2013,93,"C",0,933,914,291,10,7,300,92,30.7,"391.6","","","87","","","",92,"Tamalpais High","Tamalpais Union High","Marin",94941
"54812",21,65482,2133692,0,2013,93,"C",0,933,914,291,10,9,300,19,6.3,"308.2","","","11","","","",19,"Tamalpais High","Tamalpais Union High","Marin",94941
"54815",21,65482,2133692,0,2013,93,"C",0,933,914,291,10,11,300,38,12.7,"313.2","","","24","","","",38,"Tamalpais High","Tamalpais Union High","Marin",94941
"54816",21,65482,2133692,0,2013,93,"C",0,933,914,291,10,13,300,29,9.7,"344.3","","","52","","","",29,"Tamalpais High","Tamalpais Union High","Marin",94941
"54817",21,65482,2133692,0,2013,93,"C",0,933,914,291,11,13,319,37,11.6,"282.3","","","5","","","",37,"Tamalpais High","Tamalpais Union High","Marin",94941
"54818",21,65482,2133692,0,2013,93,"C",0,933,914,291,11,11,319,12,3.8,"285.1","","","17","","","",12,"Tamalpais High","Tamalpais Union High","Marin",94941
"54819",21,65482,2133692,0,2013,93,"C",0,933,914,291,11,15,319,45,14.1,"360.6","","","49","","","",45,"Tamalpais High","Tamalpais Union High","Marin",94941
"54821",21,65482,2133692,0,2013,93,"C",0,933,914,291,11,19,319,99,31,"384.9","","","79","","","",98,"Tamalpais High","Tamalpais Union High","Marin",94941
"54822",21,65482,2133692,0,2013,93,"C",0,933,914,291,11,7,319,100,31.3,"390.0","","","80","","","",100,"Tamalpais High","Tamalpais Union High","Marin",94941
"54823",21,65482,2133692,0,2013,93,"C",0,933,914,291,11,20,319,54,16.9,"367.0","","","69","","","",54,"Tamalpais High","Tamalpais Union High","Marin",94941
"54824",21,65482,2133692,0,2013,93,"C",0,933,914,291,11,21,319,40,12.5,"385.3","","","78","","","",40,"Tamalpais High","Tamalpais Union High","Marin",94941
"54837",21,65482,2133692,0,2013,94,"C",0,933,914,452,9,9,314,54,17.2,"335.7","","","33","","","",54,"Tamalpais High","Tamalpais Union High","Marin",94941
"54839",21,65482,2133692,0,2013,94,"C",0,933,914,452,9,7,314,152,48.4,"414.1","","","90","","","",152,"Tamalpais High","Tamalpais Union High","Marin",94941
"54840",21,65482,2133692,0,2013,94,"C",0,933,914,452,9,13,314,11,3.5,"392.7","","","73","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"54841",21,65482,2133692,0,2013,94,"C",0,933,914,452,9,28,314,11,3.5,"313.1","","","36","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"54843",21,65482,2133692,0,2013,94,"C",0,933,914,452,9,11,314,75,23.9,"390.8","","","80","","","",75,"Tamalpais High","Tamalpais Union High","Marin",94941
"54844",21,65482,2133692,0,2013,94,"C",0,933,914,452,9,22,314,151,48.1,"381.8","","","83","","","",151,"Tamalpais High","Tamalpais Union High","Marin",94941
"54847",21,65482,2133692,0,2013,94,"C",0,933,914,452,10,20,300,147,49,"411.1","","","85","","","",147,"Tamalpais High","Tamalpais Union High","Marin",94941
"54848",21,65482,2133692,0,2013,94,"C",0,933,914,452,10,11,300,61,20.3,"310.0","","","18","","","",61,"Tamalpais High","Tamalpais Union High","Marin",94941
"54850",21,65482,2133692,0,2013,94,"C",0,933,914,452,10,13,300,70,23.3,"352.6","","","56","","","",70,"Tamalpais High","Tamalpais Union High","Marin",94941
"54851",21,65482,2133692,0,2013,94,"C",0,933,914,452,10,7,300,152,50.7,"396.7","","","83","","","",152,"Tamalpais High","Tamalpais Union High","Marin",94941
"54852",21,65482,2133692,0,2013,94,"C",0,933,914,452,10,18,300,152,50.7,"397.3","","","80","","","",152,"Tamalpais High","Tamalpais Union High","Marin",94941
"54853",21,65482,2133692,0,2013,94,"C",0,933,914,452,10,32,300,152,50.7,"429.5","","","88","","","",152,"Tamalpais High","Tamalpais Union High","Marin",94941
"54858",21,65482,2133692,0,2013,94,"C",0,933,914,452,11,7,319,148,46.4,"407.7","","","84","","","",147,"Tamalpais High","Tamalpais Union High","Marin",94941
"54859",21,65482,2133692,0,2013,94,"C",0,933,914,452,11,19,319,146,45.8,"396.1","","","83","","","",146,"Tamalpais High","Tamalpais Union High","Marin",94941
"54860",21,65482,2133692,0,2013,94,"C",0,933,914,452,11,13,319,55,17.2,"278.4","","","9","","","",55,"Tamalpais High","Tamalpais Union High","Marin",94941
"54861",21,65482,2133692,0,2013,94,"C",0,933,914,452,11,15,319,82,25.7,"375.2","","","61","","","",82,"Tamalpais High","Tamalpais Union High","Marin",94941
"54863",21,65482,2133692,0,2013,94,"C",0,933,914,452,11,20,319,70,21.9,"385.6","","","76","","","",70,"Tamalpais High","Tamalpais Union High","Marin",94941
"54864",21,65482,2133692,0,2013,94,"C",0,933,914,452,11,21,319,68,21.3,"395.0","","","79","","","",68,"Tamalpais High","Tamalpais Union High","Marin",94941
"54876",21,65482,2133692,0,2013,99,"C",0,933,914,838,9,11,314,117,37.3,"386.5","","","75","","","",117,"Tamalpais High","Tamalpais Union High","Marin",94941
"54877",21,65482,2133692,0,2013,99,"C",0,933,914,838,9,7,314,277,88.2,"407.8","","","88","","","",276,"Tamalpais High","Tamalpais Union High","Marin",94941
"54878",21,65482,2133692,0,2013,99,"C",0,933,914,838,9,9,314,123,39.2,"333.2","","","31","","","",122,"Tamalpais High","Tamalpais Union High","Marin",94941
"54879",21,65482,2133692,0,2013,99,"C",0,933,914,838,9,22,314,275,87.6,"374.3","","","75","","","",274,"Tamalpais High","Tamalpais Union High","Marin",94941
"54881",21,65482,2133692,0,2013,99,"C",0,933,914,838,9,13,314,14,4.5,"393.1","","","79","","","",14,"Tamalpais High","Tamalpais Union High","Marin",94941
"54882",21,65482,2133692,0,2013,99,"C",0,933,914,838,9,28,314,18,5.7,"329.8","","","39","","","",18,"Tamalpais High","Tamalpais Union High","Marin",94941
"54883",21,65482,2133692,0,2013,99,"C",0,933,914,838,10,13,300,104,34.7,"349.4","","","55","","","",104,"Tamalpais High","Tamalpais Union High","Marin",94941
"54884",21,65482,2133692,0,2013,99,"C",0,933,914,838,10,18,300,267,89,"387.6","","","74","","","",267,"Tamalpais High","Tamalpais Union High","Marin",94941
"54885",21,65482,2133692,0,2013,99,"C",0,933,914,838,10,32,300,270,90,"416.7","","","84","","","",270,"Tamalpais High","Tamalpais Union High","Marin",94941
"54888",21,65482,2133692,0,2013,99,"C",0,933,914,838,10,9,300,31,10.3,"306.9","","","10","","","",31,"Tamalpais High","Tamalpais Union High","Marin",94941
"54889",21,65482,2133692,0,2013,99,"C",0,933,914,838,10,7,300,270,90,"389.3","","","80","","","",269,"Tamalpais High","Tamalpais Union High","Marin",94941
"54890",21,65482,2133692,0,2013,99,"C",0,933,914,838,10,11,300,111,37,"309.6","","","20","","","",111,"Tamalpais High","Tamalpais Union High","Marin",94941
"54891",21,65482,2133692,0,2013,99,"C",0,933,914,838,10,15,300,15,5,"406.3","","","87","","","",15,"Tamalpais High","Tamalpais Union High","Marin",94941
"54894",21,65482,2133692,0,2013,99,"C",0,933,914,838,10,20,300,258,86,"399.7","","","83","","","",258,"Tamalpais High","Tamalpais Union High","Marin",94941
"54895",21,65482,2133692,0,2013,99,"C",0,933,914,838,11,20,319,154,48.3,"370.9","","","68","","","",154,"Tamalpais High","Tamalpais Union High","Marin",94941
"54896",21,65482,2133692,0,2013,99,"C",0,933,914,838,11,21,319,119,37.3,"391.2","","","79","","","",119,"Tamalpais High","Tamalpais Union High","Marin",94941
"54897",21,65482,2133692,0,2013,99,"C",0,933,914,838,11,15,319,137,42.9,"369.5","","","57","","","",137,"Tamalpais High","Tamalpais Union High","Marin",94941
"54898",21,65482,2133692,0,2013,99,"C",0,933,914,838,11,11,319,22,6.9,"278.5","","","5","","","",22,"Tamalpais High","Tamalpais Union High","Marin",94941
"54899",21,65482,2133692,0,2013,99,"C",0,933,914,838,11,7,319,290,90.9,"393.0","","","78","","","",290,"Tamalpais High","Tamalpais Union High","Marin",94941
"54900",21,65482,2133692,0,2013,99,"C",0,933,914,838,11,19,319,287,90,"382.9","","","76","","","",286,"Tamalpais High","Tamalpais Union High","Marin",94941
"54904",21,65482,2133692,0,2013,99,"C",0,933,914,838,11,13,319,112,35.1,"279.2","","","7","","","",112,"Tamalpais High","Tamalpais Union High","Marin",94941
"54920",21,65482,2133692,0,2013,111,"C",0,933,914,824,9,13,314,14,4.5,"393.1","","","79","","","",14,"Tamalpais High","Tamalpais Union High","Marin",94941
"54921",21,65482,2133692,0,2013,111,"C",0,933,914,824,9,28,314,25,8,"321.4","","","36","","","",25,"Tamalpais High","Tamalpais Union High","Marin",94941
"54923",21,65482,2133692,0,2013,111,"C",0,933,914,824,9,11,314,116,36.9,"386.4","","","75","","","",116,"Tamalpais High","Tamalpais Union High","Marin",94941
"54924",21,65482,2133692,0,2013,111,"C",0,933,914,824,9,9,314,124,39.5,"334.3","","","32","","","",124,"Tamalpais High","Tamalpais Union High","Marin",94941
"54925",21,65482,2133692,0,2013,111,"C",0,933,914,824,9,7,314,282,89.8,"407.8","","","88","","","",282,"Tamalpais High","Tamalpais Union High","Marin",94941
"54927",21,65482,2133692,0,2013,111,"C",0,933,914,824,9,22,314,279,88.9,"375.8","","","77","","","",278,"Tamalpais High","Tamalpais Union High","Marin",94941
"54930",21,65482,2133692,0,2013,111,"C",0,933,914,824,10,18,300,260,86.7,"389.1","","","75","","","",260,"Tamalpais High","Tamalpais Union High","Marin",94941
"54931",21,65482,2133692,0,2013,111,"C",0,933,914,824,10,32,300,261,87,"420.6","","","86","","","",261,"Tamalpais High","Tamalpais Union High","Marin",94941
"54933",21,65482,2133692,0,2013,111,"C",0,933,914,824,10,20,300,249,83,"402.1","","","85","","","",249,"Tamalpais High","Tamalpais Union High","Marin",94941
"54934",21,65482,2133692,0,2013,111,"C",0,933,914,824,10,7,300,261,87,"392.7","","","84","","","",261,"Tamalpais High","Tamalpais Union High","Marin",94941
"54935",21,65482,2133692,0,2013,111,"C",0,933,914,824,10,9,300,32,10.7,"303.4","","","9","","","",32,"Tamalpais High","Tamalpais Union High","Marin",94941
"54936",21,65482,2133692,0,2013,111,"C",0,933,914,824,10,11,300,108,36,"310.2","","","20","","","",108,"Tamalpais High","Tamalpais Union High","Marin",94941
"54937",21,65482,2133692,0,2013,111,"C",0,933,914,824,10,15,300,15,5,"406.3","","","87","","","",15,"Tamalpais High","Tamalpais Union High","Marin",94941
"54939",21,65482,2133692,0,2013,111,"C",0,933,914,824,10,13,300,101,33.7,"349.5","","","54","","","",101,"Tamalpais High","Tamalpais Union High","Marin",94941
"54940",21,65482,2133692,0,2013,111,"C",0,933,914,824,11,13,319,105,32.9,"279.7","","","8","","","",105,"Tamalpais High","Tamalpais Union High","Marin",94941
"54941",21,65482,2133692,0,2013,111,"C",0,933,914,824,11,15,319,133,41.7,"369.8","","","57","","","",133,"Tamalpais High","Tamalpais Union High","Marin",94941
"54942",21,65482,2133692,0,2013,111,"C",0,933,914,824,11,11,319,24,7.5,"280.8","","","8","","","",24,"Tamalpais High","Tamalpais Union High","Marin",94941
"54944",21,65482,2133692,0,2013,111,"C",0,933,914,824,11,19,319,277,86.8,"387.3","","","79","","","",276,"Tamalpais High","Tamalpais Union High","Marin",94941
"54945",21,65482,2133692,0,2013,111,"C",0,933,914,824,11,7,319,280,87.8,"395.3","","","80","","","",279,"Tamalpais High","Tamalpais Union High","Marin",94941
"54946",21,65482,2133692,0,2013,111,"C",0,933,914,824,11,20,319,148,46.4,"373.9","","","71","","","",148,"Tamalpais High","Tamalpais Union High","Marin",94941
"54947",21,65482,2133692,0,2013,111,"C",0,933,914,824,11,21,319,113,35.4,"391.9","","","79","","","",113,"Tamalpais High","Tamalpais Union High","Marin",94941
"54991",21,65482,2133692,0,2013,121,"C",0,933,914,50,9,22,314,12,3.8,"344.7","","","50","","","",12,"Tamalpais High","Tamalpais Union High","Marin",94941
"54993",21,65482,2133692,0,2013,121,"C",0,933,914,50,9,7,314,14,4.5,"373.4","","","57","","","",14,"Tamalpais High","Tamalpais Union High","Marin",94941
"54995",21,65482,2133692,0,2013,121,"C",0,933,914,50,10,20,300,11,3.7,"366.2","","","55","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"54999",21,65482,2133692,0,2013,121,"C",0,933,914,50,10,7,300,16,5.3,"339.0","","","44","","","",16,"Tamalpais High","Tamalpais Union High","Marin",94941
"55001",21,65482,2133692,0,2013,121,"C",0,933,914,50,10,18,300,13,4.3,"353.4","","","46","","","",13,"Tamalpais High","Tamalpais Union High","Marin",94941
"55002",21,65482,2133692,0,2013,121,"C",0,933,914,50,10,32,300,15,5,"381.5","","","53","","","",15,"Tamalpais High","Tamalpais Union High","Marin",94941
"55006",21,65482,2133692,0,2013,121,"C",0,933,914,50,11,20,319,12,3.8,"357.8","","","58","","","",12,"Tamalpais High","Tamalpais Union High","Marin",94941
"55009",21,65482,2133692,0,2013,121,"C",0,933,914,50,11,7,319,20,6.3,"369.2","","","65","","","",20,"Tamalpais High","Tamalpais Union High","Marin",94941
"55010",21,65482,2133692,0,2013,121,"C",0,933,914,50,11,19,319,18,5.6,"359.2","","","61","","","",18,"Tamalpais High","Tamalpais Union High","Marin",94941
"55023",21,65482,2133692,0,2013,128,"C",0,933,914,76,9,22,314,29,9.2,"349.5","","","48","","","",29,"Tamalpais High","Tamalpais Union High","Marin",94941
"55024",21,65482,2133692,0,2013,128,"C",0,933,914,76,9,7,314,34,10.8,"352.9","","","53","","","",34,"Tamalpais High","Tamalpais Union High","Marin",94941
"55025",21,65482,2133692,0,2013,128,"C",0,933,914,76,9,9,314,14,4.5,"327.4","","","29","","","",14,"Tamalpais High","Tamalpais Union High","Marin",94941
"55026",21,65482,2133692,0,2013,128,"C",0,933,914,76,9,28,314,15,4.8,"298.5","","","20","","","",15,"Tamalpais High","Tamalpais Union High","Marin",94941
"55028",21,65482,2133692,0,2013,128,"C",0,933,914,76,10,11,300,11,3.7,"284.1","","","9","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"55030",21,65482,2133692,0,2013,128,"C",0,933,914,76,10,20,300,23,7.7,"351.3","","","39","","","",23,"Tamalpais High","Tamalpais Union High","Marin",94941
"55031",21,65482,2133692,0,2013,128,"C",0,933,914,76,10,9,300,14,4.7,"282.8","","","0","","","",14,"Tamalpais High","Tamalpais Union High","Marin",94941
"55032",21,65482,2133692,0,2013,128,"C",0,933,914,76,10,7,300,27,9,"337.5","","","44","","","",27,"Tamalpais High","Tamalpais Union High","Marin",94941
"55034",21,65482,2133692,0,2013,128,"C",0,933,914,76,10,18,300,26,8.7,"326.4","","","38","","","",26,"Tamalpais High","Tamalpais Union High","Marin",94941
"55035",21,65482,2133692,0,2013,128,"C",0,933,914,76,10,32,300,26,8.7,"363.4","","","50","","","",26,"Tamalpais High","Tamalpais Union High","Marin",94941
"55037",21,65482,2133692,0,2013,128,"C",0,933,914,76,11,7,319,15,4.7,"330.0","","","43","","","",14,"Tamalpais High","Tamalpais Union High","Marin",94941
"55039",21,65482,2133692,0,2013,128,"C",0,933,914,76,11,19,319,13,4.1,"360.3","","","54","","","",13,"Tamalpais High","Tamalpais Union High","Marin",94941
"55074",21,65482,2133692,0,2013,144,"C",0,933,914,58,9,7,314,34,10.8,"409.5","","","100","","","",34,"Tamalpais High","Tamalpais Union High","Marin",94941
"55075",21,65482,2133692,0,2013,144,"C",0,933,914,58,9,9,314,17,5.4,"336.5","","","29","","","",17,"Tamalpais High","Tamalpais Union High","Marin",94941
"55077",21,65482,2133692,0,2013,144,"C",0,933,914,58,9,11,314,12,3.8,"422.0","","","83","","","",12,"Tamalpais High","Tamalpais Union High","Marin",94941
"55079",21,65482,2133692,0,2013,144,"C",0,933,914,58,9,22,314,34,10.8,"385.4","","","76","","","",34,"Tamalpais High","Tamalpais Union High","Marin",94941
"55081",21,65482,2133692,0,2013,144,"C",0,933,914,58,10,7,300,22,7.3,"378.7","","","68","","","",22,"Tamalpais High","Tamalpais Union High","Marin",94941
"55082",21,65482,2133692,0,2013,144,"C",0,933,914,58,10,18,300,22,7.3,"377.7","","","59","","","",22,"Tamalpais High","Tamalpais Union High","Marin",94941
"55083",21,65482,2133692,0,2013,144,"C",0,933,914,58,10,32,300,22,7.3,"419.0","","","82","","","",22,"Tamalpais High","Tamalpais Union High","Marin",94941
"55084",21,65482,2133692,0,2013,144,"C",0,933,914,58,10,20,300,22,7.3,"398.2","","","86","","","",22,"Tamalpais High","Tamalpais Union High","Marin",94941
"55160",21,65482,2133692,0,2013,180,"C",0,933,914,836,9,28,314,23,7.3,"328.0","","","39","","","",23,"Tamalpais High","Tamalpais Union High","Marin",94941
"55161",21,65482,2133692,0,2013,180,"C",0,933,914,836,9,11,314,111,35.4,"385.9","","","75","","","",111,"Tamalpais High","Tamalpais Union High","Marin",94941
"55163",21,65482,2133692,0,2013,180,"C",0,933,914,836,9,13,314,13,4.1,"390.6","","","77","","","",13,"Tamalpais High","Tamalpais Union High","Marin",94941
"55164",21,65482,2133692,0,2013,180,"C",0,933,914,836,9,7,314,279,88.9,"409.0","","","89","","","",279,"Tamalpais High","Tamalpais Union High","Marin",94941
"55166",21,65482,2133692,0,2013,180,"C",0,933,914,836,9,9,314,126,40.1,"333.6","","","31","","","",126,"Tamalpais High","Tamalpais Union High","Marin",94941
"55167",21,65482,2133692,0,2013,180,"C",0,933,914,836,9,22,314,274,87.3,"376.1","","","77","","","",273,"Tamalpais High","Tamalpais Union High","Marin",94941
"55169",21,65482,2133692,0,2013,180,"C",0,933,914,836,10,32,300,267,89,"418.7","","","85","","","",267,"Tamalpais High","Tamalpais Union High","Marin",94941
"55170",21,65482,2133692,0,2013,180,"C",0,933,914,836,10,9,300,35,11.7,"299.1","","","9","","","",35,"Tamalpais High","Tamalpais Union High","Marin",94941
"55171",21,65482,2133692,0,2013,180,"C",0,933,914,836,10,18,300,267,89,"388.9","","","76","","","",267,"Tamalpais High","Tamalpais Union High","Marin",94941
"55172",21,65482,2133692,0,2013,180,"C",0,933,914,836,10,7,300,267,89,"390.7","","","83","","","",266,"Tamalpais High","Tamalpais Union High","Marin",94941
"55173",21,65482,2133692,0,2013,180,"C",0,933,914,836,10,13,300,100,33.3,"349.9","","","55","","","",100,"Tamalpais High","Tamalpais Union High","Marin",94941
"55174",21,65482,2133692,0,2013,180,"C",0,933,914,836,10,15,300,14,4.7,"419.6","","","93","","","",14,"Tamalpais High","Tamalpais Union High","Marin",94941
"55176",21,65482,2133692,0,2013,180,"C",0,933,914,836,10,11,300,113,37.7,"308.8","","","19","","","",113,"Tamalpais High","Tamalpais Union High","Marin",94941
"55178",21,65482,2133692,0,2013,180,"C",0,933,914,836,10,20,300,259,86.3,"398.9","","","83","","","",259,"Tamalpais High","Tamalpais Union High","Marin",94941
"55179",21,65482,2133692,0,2013,180,"C",0,933,914,836,11,20,319,151,47.3,"372.3","","","69","","","",151,"Tamalpais High","Tamalpais Union High","Marin",94941
"55180",21,65482,2133692,0,2013,180,"C",0,933,914,836,11,21,319,118,37,"392.0","","","81","","","",118,"Tamalpais High","Tamalpais Union High","Marin",94941
"55181",21,65482,2133692,0,2013,180,"C",0,933,914,836,11,11,319,23,7.2,"279.1","","","9","","","",23,"Tamalpais High","Tamalpais Union High","Marin",94941
"55182",21,65482,2133692,0,2013,180,"C",0,933,914,836,11,15,319,132,41.4,"369.9","","","58","","","",132,"Tamalpais High","Tamalpais Union High","Marin",94941
"55183",21,65482,2133692,0,2013,180,"C",0,933,914,836,11,13,319,114,35.7,"279.7","","","7","","","",114,"Tamalpais High","Tamalpais Union High","Marin",94941
"55186",21,65482,2133692,0,2013,180,"C",0,933,914,836,11,7,319,289,90.6,"393.0","","","79","","","",289,"Tamalpais High","Tamalpais Union High","Marin",94941
"55187",21,65482,2133692,0,2013,180,"C",0,933,914,836,11,19,319,284,89,"385.5","","","78","","","",284,"Tamalpais High","Tamalpais Union High","Marin",94941
"55205",21,65482,2133692,0,2013,200,"C",0,933,914,26,10,20,300,11,3.7,"329.2","","","36","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"55207",21,65482,2133692,0,2013,200,"C",0,933,914,26,10,7,300,12,4,"315.5","","","27","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"55208",21,65482,2133692,0,2013,200,"C",0,933,914,26,10,18,300,12,4,"303.3","","","33","","","",12,"Tamalpais High","Tamalpais Union High","Marin",94941
"55210",21,65482,2133692,0,2013,200,"C",0,933,914,26,10,32,300,12,4,"332.7","","","33","","","",12,"Tamalpais High","Tamalpais Union High","Marin",94941
"55357",21,65482,2133692,0,2013,222,"C",0,933,914,59,9,7,314,18,5.7,"384.1","","","83","","","",18,"Tamalpais High","Tamalpais Union High","Marin",94941
"55358",21,65482,2133692,0,2013,222,"C",0,933,914,59,9,22,314,18,5.7,"361.2","","","67","","","",18,"Tamalpais High","Tamalpais Union High","Marin",94941
"55360",21,65482,2133692,0,2013,222,"C",0,933,914,59,10,32,300,11,3.7,"380.5","","","73","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"55362",21,65482,2133692,0,2013,222,"C",0,933,914,59,10,18,300,11,3.7,"348.4","","","55","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"55363",21,65482,2133692,0,2013,222,"C",0,933,914,59,10,7,300,11,3.7,"363.0","","","55","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"55370",21,65482,2133692,0,2013,222,"C",0,933,914,59,11,15,319,18,5.6,"360.8","","","44","","","",18,"Tamalpais High","Tamalpais Union High","Marin",94941
"55371",21,65482,2133692,0,2013,222,"C",0,933,914,59,11,19,319,30,9.4,"373.5","","","72","","","",29,"Tamalpais High","Tamalpais Union High","Marin",94941
"55372",21,65482,2133692,0,2013,222,"C",0,933,914,59,11,7,319,30,9.4,"382.2","","","73","","","",30,"Tamalpais High","Tamalpais Union High","Marin",94941
"55373",21,65482,2133692,0,2013,222,"C",0,933,914,59,11,20,319,15,4.7,"379.1","","","67","","","",15,"Tamalpais High","Tamalpais Union High","Marin",94941
"55374",21,65482,2133692,0,2013,222,"C",0,933,914,59,11,21,319,13,4.1,"374.7","","","62","","","",13,"Tamalpais High","Tamalpais Union High","Marin",94941
"55405",21,65482,2133692,0,2013,224,"C",0,933,914,57,9,22,314,15,4.8,"365.9","","","71","","","",14,"Tamalpais High","Tamalpais Union High","Marin",94941
"55406",21,65482,2133692,0,2013,224,"C",0,933,914,57,9,7,314,18,5.7,"367.1","","","67","","","",18,"Tamalpais High","Tamalpais Union High","Marin",94941
"55407",21,65482,2133692,0,2013,224,"C",0,933,914,57,10,7,300,21,7,"371.2","","","71","","","",21,"Tamalpais High","Tamalpais Union High","Marin",94941
"55408",21,65482,2133692,0,2013,224,"C",0,933,914,57,10,18,300,20,6.7,"365.4","","","60","","","",20,"Tamalpais High","Tamalpais Union High","Marin",94941
"55409",21,65482,2133692,0,2013,224,"C",0,933,914,57,10,32,300,21,7,"385.8","","","67","","","",21,"Tamalpais High","Tamalpais Union High","Marin",94941
"55411",21,65482,2133692,0,2013,224,"C",0,933,914,57,10,20,300,20,6.7,"374.7","","","65","","","",20,"Tamalpais High","Tamalpais Union High","Marin",94941
"55415",21,65482,2133692,0,2013,224,"C",0,933,914,57,10,11,300,11,3.7,"296.2","","","0","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"55419",21,65482,2133692,0,2013,224,"C",0,933,914,57,11,20,319,11,3.4,"377.0","","","73","","","",11,"Tamalpais High","Tamalpais Union High","Marin",94941
"55421",21,65482,2133692,0,2013,224,"C",0,933,914,57,11,19,319,18,5.6,"368.6","","","67","","","",18,"Tamalpais High","Tamalpais Union High","Marin",94941
"55422",21,65482,2133692,0,2013,224,"C",0,933,914,57,11,7,319,18,5.6,"381.0","","","78","","","",18,"Tamalpais High","Tamalpais Union High","Marin",94941
"55441",21,65482,2133692,0,2013,226,"C",0,933,914,636,9,13,314,12,3.8,"386.3","","","75","","","",12,"Tamalpais High","Tamalpais Union High","Marin",94941
"55442",21,65482,2133692,0,2013,226,"C",0,933,914,636,9,9,314,92,29.3,"332.9","","","33","","","",92,"Tamalpais High","Tamalpais Union High","Marin",94941
"55443",21,65482,2133692,0,2013,226,"C",0,933,914,636,9,28,314,13,4.1,"344.1","","","46","","","",13,"Tamalpais High","Tamalpais Union High","Marin",94941
"55444",21,65482,2133692,0,2013,226,"C",0,933,914,636,9,11,314,89,28.3,"384.3","","","74","","","",89,"Tamalpais High","Tamalpais Union High","Marin",94941
"55447",21,65482,2133692,0,2013,226,"C",0,933,914,636,9,7,314,208,66.2,"415.1","","","90","","","",208,"Tamalpais High","Tamalpais Union High","Marin",94941
"55448",21,65482,2133692,0,2013,226,"C",0,933,914,636,9,22,314,208,66.2,"377.6","","","80","","","",208,"Tamalpais High","Tamalpais Union High","Marin",94941
"55451",21,65482,2133692,0,2013,226,"C",0,933,914,636,10,32,300,206,68.7,"426.0","","","89","","","",206,"Tamalpais High","Tamalpais Union High","Marin",94941
"55453",21,65482,2133692,0,2013,226,"C",0,933,914,636,10,20,300,197,65.7,"406.6","","","87","","","",197,"Tamalpais High","Tamalpais Union High","Marin",94941
"55454",21,65482,2133692,0,2013,226,"C",0,933,914,636,10,7,300,206,68.7,"397.8","","","87","","","",206,"Tamalpais High","Tamalpais Union High","Marin",94941
"55455",21,65482,2133692,0,2013,226,"C",0,933,914,636,10,18,300,206,68.7,"395.3","","","80","","","",206,"Tamalpais High","Tamalpais Union High","Marin",94941
"55456",21,65482,2133692,0,2013,226,"C",0,933,914,636,10,15,300,14,4.7,"402.7","","","86","","","",14,"Tamalpais High","Tamalpais Union High","Marin",94941
"55458",21,65482,2133692,0,2013,226,"C",0,933,914,636,10,11,300,83,27.7,"315.2","","","24","","","",83,"Tamalpais High","Tamalpais Union High","Marin",94941
"55459",21,65482,2133692,0,2013,226,"C",0,933,914,636,10,9,300,26,8.7,"302.6","","","12","","","",26,"Tamalpais High","Tamalpais Union High","Marin",94941
"55460",21,65482,2133692,0,2013,226,"C",0,933,914,636,10,13,300,80,26.7,"349.7","","","55","","","",80,"Tamalpais High","Tamalpais Union High","Marin",94941
"55462",21,65482,2133692,0,2013,226,"C",0,933,914,636,11,13,319,86,27,"277.1","","","7","","","",86,"Tamalpais High","Tamalpais Union High","Marin",94941
"55463",21,65482,2133692,0,2013,226,"C",0,933,914,636,11,11,319,16,5,"278.1","","","6","","","",16,"Tamalpais High","Tamalpais Union High","Marin",94941
"55464",21,65482,2133692,0,2013,226,"C",0,933,914,636,11,15,319,107,33.5,"375.3","","","62","","","",107,"Tamalpais High","Tamalpais Union High","Marin",94941
"55466",21,65482,2133692,0,2013,226,"C",0,933,914,636,11,19,319,219,68.7,"392.5","","","82","","","",219,"Tamalpais High","Tamalpais Union High","Marin",94941
"55467",21,65482,2133692,0,2013,226,"C",0,933,914,636,11,7,319,221,69.3,"402.0","","","82","","","",220,"Tamalpais High","Tamalpais Union High","Marin",94941
"55468",21,65482,2133692,0,2013,226,"C",0,933,914,636,11,20,319,117,36.7,"374.1","","","72","","","",117,"Tamalpais High","Tamalpais Union High","Marin",94941
